Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_YYYY-MM-DD,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_All,Prod_Merc_Positions_Short_All,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_All,M_Money_Positions_Short_All,M_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap__Positions_Short_Old,Swap__Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap__Positions_Short_Other,Swap__Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_Contract_Market_Code_Quotes,CFTC_Market_Code_Quotes,CFTC_Commodity_Code_Quotes,CFTC_SubGroup_Code,FutOnly_or_Combined
GOLD - COMMODITY EXCHANGE INC.,250211,2025-02-11,088691,CMX ,1,88,867510,47091,107410,17519,275330,87647,243406,27839,98010,107635,29570,209577,810885,835383,56624,32126,867510,47091,107410,17519,275330,87647,243406,27839,98010,107635,29570,209577,810885,835383,56624,32126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   30312,    4490,    1295,   -3038,  -17020,    5282,  -11624,    3036,    5565,   -2360,    -496,   31100,   29415,   28763,     896,    1549,100.0,5.4,12.4,2.0,31.7,10.1,28.1,3.2,11.3,12.4,3.4,24.2,93.5,96.3,6.5,3.7,100.0,5.4,12.4,2.0,31.7,10.1,28.1,3.2,11.3,12.4,3.4,24.2,93.5,96.3,6.5,3.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345,     13,     15,     13,     33,     37,    105,     23,     68,     87,     62,     72,307,    223,345,     13,     15,     13,     33,     37,    105,     23,     68,     87,     62,     72,    307,    223,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,20.5,27.0,31.4,43.1,11.5,17.2,17.2,27.7,20.5,27.0,31.4,43.1,11.5,17.2,17.2,27.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,Combined
GOLD - COMMODITY EXCHANGE INC.,250204,2025-02-04,088691,CMX ,1,88,837198,42601,106115,20557,292350,82365,255030,24804,92445,109995,30066,178477,781470,806621,55728,30577,837198,42601,106115,20557,292350,82365,255030,24804,92445,109995,30066,178477,781470,806621,55728,30577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   31945,    3040,  -14272,   -8726,   13044,  -15084,   12202,   12568,   -2245,    6080,    1714,   35705,   30971,   31429,     974,     516,100.0,5.1,12.7,2.5,34.9,9.8,30.5,3.0,11.0,13.1,3.6,21.3,93.3,96.3,6.7,3.7,100.0,5.1,12.7,2.5,34.9,9.8,30.5,3.0,11.0,13.1,3.6,21.3,93.3,96.3,6.7,3.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342,     13,     14,     15,     33,     38,    113,     17,     67,     88,     55,     64,307,    212,342,     13,     14,     15,     33,     38,    113,     17,     67,     88,     55,     64,    307,    212,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,19.0,29.5,29.4,44.9,11.8,21.2,17.7,31.3,19.0,29.5,29.4,44.9,11.8,21.2,17.7,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,Combined
GOLD - COMMODITY EXCHANGE INC.,250128,2025-01-28,088691,CMX ,1,88,805253,39561,120387,29284,279306,97449,242828,12236,94690,103914,28352,142771,750498,775191,54754,30062,805253,39561,120387,29284,279306,97449,242828,12236,94690,103914,28352,142771,750498,775191,54754,30062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  -39882,   -1407,    -369,    -428,     198,    6731,    2910,    6676,  -10946,    3086,   -3627,  -37599,  -37652,  -38936,   -2229,    -945,100.0,4.9,15.0,3.6,34.7,12.1,30.2,1.5,11.8,12.9,3.5,17.7,93.2,96.3,6.8,3.7,100.0,4.9,15.0,3.6,34.7,12.1,30.2,1.5,11.8,12.9,3.5,17.7,93.2,96.3,6.8,3.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327,     13,     17,     13,     30,     36,    111,     16,     65,     85,     50,     63,293,    208,327,     13,     17,     13,     30,     36,    111,     16,     65,     85,     50,     63,    293,    208,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,17.7,30.7,27.1,45.2,11.9,23.6,17.8,32.4,17.7,30.7,27.1,45.2,11.9,23.6,17.8,32.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,Combined
GOLD - COMMODITY EXCHANGE INC.,250121,2025-01-21,088691,CMX ,1,88,845135,40969,120756,29712,279108,90718,239918,5560,105636,100828,31979,180370,788151,814128,56984,31007,845135,40969,120756,29712,279108,90718,239918,5560,105636,100828,31979,180370,788151,814128,56984,31007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   88158,    1519,    8702,    -362,   19533,    9217,   18304,   -3560,   27174,    7868,    4789,   21454,   85174,   87309,    2984,     849,100.0,4.8,14.3,3.5,33.0,10.7,28.4,0.7,12.5,11.9,3.8,21.3,93.3,96.3,6.7,3.7,100.0,4.8,14.3,3.5,33.0,10.7,28.4,0.7,12.5,11.9,3.8,21.3,93.3,96.3,6.7,3.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343,     13,     17,     13,     31,     36,    109,     21,     70,     92,     54,     75,309,    224,343,     13,     17,     13,     31,     36,    109,     21,     70,     92,     54,     75,    309,    224,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,18.1,31.2,27.7,46.0,11.5,23.9,17.0,31.5,18.1,31.2,27.7,46.0,11.5,23.9,17.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,Combined
GOLD - COMMODITY EXCHANGE INC.,250114,2025-01-14,088691,CMX ,1,88,756977,39449,112054,30073,259575,81501,221614,9120,78463,92960,27190,158916,702977,726819,54000,30158,756977,39449,112054,30073,259575,81501,221614,9120,78463,92960,27190,158916,702977,726819,54000,30158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   66491,   11778,   14444,   -2435,   18532,   24468,   14901,   -3093,   -2138,    3846,   -2092,   14581,   65001,   64701,    1491,    1791,100.0,5.2,14.8,4.0,34.3,10.8,29.3,1.2,10.4,12.3,3.6,21.0,92.9,96.0,7.1,4.0,100.0,5.2,14.8,4.0,34.3,10.8,29.3,1.2,10.4,12.3,3.6,21.0,92.9,96.0,7.1,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,     13,     16,     13,     29,     33,    105,     20,     68,     93,     43,     68,290,    214,326,     13,     16,     13,     29,     33,    105,     20,     68,     93,     43,     68,    290,    214,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,18.0,32.6,27.8,47.8,12.1,25.4,18.2,33.5,18.0,32.6,27.8,47.8,12.1,25.4,18.2,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,Combined
GOLD - COMMODITY EXCHANGE INC.,250107,2025-01-07,088691,CMX ,1,88,690485,27671,97610,32508,241043,57033,206713,12214,80600,89114,29283,144336,637976,662118,52509,28367,690485,27671,97610,32508,241043,57033,206713,12214,80600,89114,29283,144336,637976,662118,52509,28367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   31895,     649,   -1315,     764,   11558,    2175,   10777,   -1339,    9957,    1490,    4837,    5859,   31671,   31732,     224,     162,100.0,4.0,14.1,4.7,34.9,8.3,29.9,1.8,11.7,12.9,4.2,20.9,92.4,95.9,7.6,4.1,100.0,4.0,14.1,4.7,34.9,8.3,29.9,1.8,11.7,12.9,4.2,20.9,92.4,95.9,7.6,4.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316,     11,     17,     14,     29,     33,    102,     20,     67,     84,     42,     62,277,    209,316,     11,     17,     14,     29,     33,    102,     20,     67,     84,     42,     62,    277,    209,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,19.5,32.7,30.6,48.7,13.2,26.0,19.2,34.6,19.5,32.7,30.6,48.7,13.2,26.0,19.2,34.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 100 TROY OUNCES),088691,CMX ,88,N20,Combined
MICRO GOLD - COMMODITY EXCHANGE INC.,250805,2025-08-05,088695,CMX ,1,88,45266,0,0,0,0,0,1694,0,2,11018,14765,5798,18512,20565,26754,24701,45266,0,0,0,0,0,1694,0,2,11018,14765,5798,18512,20565,26754,24701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -8406,       0,       0,       0,       0,       0,     530,       0,       2,    1175,  -13992,   -5726,   -4019,  -19716,   -4387,   11310,100.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,24.3,32.6,12.8,40.9,45.4,59.1,54.6,100.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,24.3,32.6,12.8,40.9,45.4,59.1,54.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,      0,      0,      0,      0,      0,      4,      0,.,     11,     16,     11,25,     18,31,      0,      0,      0,      0,      0,      4,      0,.,     11,     16,     11,     25,     18,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,23.1,26.7,30.3,37.9,17.6,22.3,23.7,28.7,23.1,26.7,30.3,37.9,17.6,22.3,23.7,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),088695,CMX ,88,N20,Combined
MICRO GOLD - COMMODITY EXCHANGE INC.,250729,2025-07-29,088695,CMX ,1,88,53672,0,0,0,0,0,1164,0,0,9843,28757,11524,22531,40281,31141,13391,53672,0,0,0,0,0,1164,0,0,9843,28757,11524,22531,40281,31141,13391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,     655,       0,       0,       0,       0,       0,    -813,       0,    -692,   -8975,   10592,    5451,   -5029,   15351,    5683,  -14696,100.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,18.3,53.6,21.5,42.0,75.1,58.0,24.9,100.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,18.3,53.6,21.5,42.0,75.1,58.0,24.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,      0,      0,      0,      0,      0,.,      0,      0,     11,     14,     13,22,     19,28,      0,      0,      0,      0,      0,.,      0,      0,     11,     14,     13,     22,     19,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,24.4,54.9,32.9,68.0,12.8,44.0,17.9,51.3,24.4,54.9,32.9,68.0,12.8,44.0,17.9,51.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),088695,CMX ,88,N20,Combined
MICRO GOLD - COMMODITY EXCHANGE INC.,250722,2025-07-22,088695,CMX ,1,88,53017,0,0,0,0,0,1977,0,692,18818,18165,6073,27560,24930,25458,28087,53017,0,0,0,0,0,1977,0,692,18818,18165,6073,27560,24930,25458,28087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,     374,       0,       0,       0,       0,       0,     446,    -731,     692,    4407,   -8403,    1997,    7542,   -6445,   -7168,    6819,100.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,1.3,35.5,34.3,11.5,52.0,47.0,48.0,53.0,100.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,1.3,35.5,34.3,11.5,52.0,47.0,48.0,53.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,      0,      0,      0,      0,      0,      5,      0,.,     13,     19,     10,24,     26,38,      0,      0,      0,      0,      0,      5,      0,.,     13,     19,     10,     24,     26,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,32.4,22.2,41.5,34.3,27.7,19.0,34.2,27.2,32.4,22.2,41.5,34.3,27.7,19.0,34.2,27.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),088695,CMX ,88,N20,Combined
MICRO GOLD - COMMODITY EXCHANGE INC.,250715,2025-07-15,088695,CMX ,1,88,52643,0,0,0,0,0,1531,731,0,14411,26568,4076,20018,31375,32626,21268,52643,0,0,0,0,0,1531,731,0,14411,26568,4076,20018,31375,32626,21268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    4303,       0,       0,       0,       0,       0,     -57,     211,      -2,    4897,    1732,    1827,    6665,    3768,   -2362,     535,100.0,0.0,0.0,0.0,0.0,0.0,2.9,1.4,0.0,27.4,50.5,7.7,38.0,59.6,62.0,40.4,100.0,0.0,0.0,0.0,0.0,0.0,2.9,1.4,0.0,27.4,50.5,7.7,38.0,59.6,62.0,40.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,      0,      0,      0,      0,      0,      4,.,      0,     12,     16,      9,22,     21,34,      0,      0,      0,      0,      0,      4,.,      0,     12,     16,      9,     22,     21,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,18.1,39.6,29.1,49.0,17.5,36.3,25.0,44.6,18.1,39.6,29.1,49.0,17.5,36.3,25.0,44.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),088695,CMX ,88,N20,Combined
MICRO GOLD - COMMODITY EXCHANGE INC.,250708,2025-07-08,088695,CMX ,1,88,48340,0,0,0,0,0,1588,520,2,9514,24836,2249,13353,27607,34987,20733,48340,0,0,0,0,0,1588,520,2,9514,24836,2249,13353,27607,34987,20733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    3018,       0,       0,       0,       0,       0,     180,    -112,     -14,   -2996,    4706,     892,   -1938,    5472,    4956,   -2454,100.0,0.0,0.0,0.0,0.0,0.0,3.3,1.1,0.0,19.7,51.4,4.7,27.6,57.1,72.4,42.9,100.0,0.0,0.0,0.0,0.0,0.0,3.3,1.1,0.0,19.7,51.4,4.7,27.6,57.1,72.4,42.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,      0,      0,      0,      0,      0,      4,.,.,     14,     16,      9,25,     21,36,      0,      0,      0,      0,      0,      4,.,.,     14,     16,      9,     25,     21,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,13.0,35.3,18.7,45.2,11.9,33.9,17.0,43.8,13.0,35.3,18.7,45.2,11.9,33.9,17.0,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),088695,CMX ,88,N20,Combined
MICRO GOLD - COMMODITY EXCHANGE INC.,250701,2025-07-01,088695,CMX ,1,88,45322,0,0,0,0,0,1408,632,16,12510,20130,1357,15291,22135,30031,23188,45322,0,0,0,0,0,1408,632,16,12510,20130,1357,15291,22135,30031,23188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -1112,       0,       0,       0,       0,       0,      16,    -123,     -26,    3553,   -4372,   -1217,    2326,   -5738,   -3438,    4625,100.0,0.0,0.0,0.0,0.0,0.0,3.1,1.4,0.0,27.6,44.4,3.0,33.7,48.8,66.3,51.2,100.0,0.0,0.0,0.0,0.0,0.0,3.1,1.4,0.0,27.6,44.4,3.0,33.7,48.8,66.3,51.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,      0,      0,      0,      0,      0,      4,.,.,     10,     16,      8,20,     21,32,      0,      0,      0,      0,      0,      4,.,.,     10,     16,      8,     20,     21,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,22.3,24.9,27.9,36.4,21.6,24.0,27.2,35.5,22.3,24.9,27.9,36.4,21.6,24.0,27.2,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),088695,CMX ,88,N20,Combined
MICRO GOLD - COMMODITY EXCHANGE INC.,250624,2025-06-24,088695,CMX ,1,88,46434,0,0,0,0,0,1392,755,42,8957,24501,2574,12965,27872,33469,18562,46434,0,0,0,0,0,1392,755,42,8957,24501,2574,12965,27872,33469,18562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    1425,       0,       0,       0,       0,       0,     293,    -697,      42,   -2125,     515,    -230,   -2020,    -369,    3445,    1795,100.0,0.0,0.0,0.0,0.0,0.0,3.0,1.6,0.1,19.3,52.8,5.5,27.9,60.0,72.1,40.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,1.6,0.1,19.3,52.8,5.5,27.9,60.0,72.1,40.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,      0,      0,      0,      0,      0,      4,.,.,     11,     19,      9,22,     23,35,      0,      0,      0,      0,      0,      4,.,.,     11,     19,      9,     22,     23,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,16.0,31.2,21.3,44.7,14.4,29.5,19.1,42.4,16.0,31.2,21.3,44.7,14.4,29.5,19.1,42.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),088695,CMX ,88,N20,Combined
MICRO GOLD - COMMODITY EXCHANGE INC.,250617,2025-06-17,088695,CMX ,1,88,45009,0,0,0,0,0,1099,1452,0,11082,23986,2804,14985,28242,30024,16768,45009,0,0,0,0,0,1099,1452,0,11082,23986,2804,14985,28242,30024,16768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    1254,       0,       0,       0,       0,       0,     283,     591,       0,   -1213,    2851,    -665,   -1595,    2777,    2849,   -1523,100.0,0.0,0.0,0.0,0.0,0.0,2.4,3.2,0.0,24.6,53.3,6.2,33.3,62.7,66.7,37.3,100.0,0.0,0.0,0.0,0.0,0.0,2.4,3.2,0.0,24.6,53.3,6.2,33.3,62.7,66.7,37.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,      0,      0,      0,      0,      0,.,.,      0,     10,     18,      9,19,     22,32,      0,      0,      0,      0,      0,.,.,      0,     10,     18,      9,     19,     22,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,20.5,33.1,26.8,47.6,19.6,30.5,24.7,43.8,20.5,33.1,26.8,47.6,19.6,30.5,24.7,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),088695,CMX ,88,N20,Combined
MICRO GOLD - COMMODITY EXCHANGE INC.,250610,2025-06-10,088695,CMX ,1,88,43755,0,0,0,0,0,816,861,0,12295,21135,3469,16580,25464,27175,18290,43755,0,0,0,0,0,816,861,0,12295,21135,3469,16580,25464,27175,18290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    4655,       0,       0,       0,       0,       0,     228,     136,       0,    2510,    7849,    -697,    2041,    7287,    2614,   -2632,100.0,0.0,0.0,0.0,0.0,0.0,1.9,2.0,0.0,28.1,48.3,7.9,37.9,58.2,62.1,41.8,100.0,0.0,0.0,0.0,0.0,0.0,1.9,2.0,0.0,28.1,48.3,7.9,37.9,58.2,62.1,41.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,      0,      0,      0,      0,      0,.,.,      0,      9,     18,     11,20,     21,30,      0,      0,      0,      0,      0,.,.,      0,      9,     18,     11,     20,     21,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,25.5,32.6,31.8,45.6,23.5,29.7,28.5,40.3,25.5,32.6,31.8,45.6,23.5,29.7,28.5,40.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),088695,CMX ,88,N20,Combined
